ID,Entity,Town,State,Year,Amount ($),Type
3594,WNCW,Spindale,North Carolina,2020,130418,Radio Community Service Grant
3595,WNCW,Spindale,North Carolina,2020,75000,Radio Fiscal Stabilization Grant
3596,WHQR,Wilmington,North Carolina,2020,75000,Radio Fiscal Stabilization Grant
3597,WFDD,Winston-Salem,North Carolina,2020,75000,Radio Fiscal Stabilization Grant
3598,WSNC,Winston-Salem,North Carolina,2020,108469,Radio Community Service Grant
3599,WSNC,Winston-Salem,North Carolina,2020,112136,Radio Fiscal Stabilization Grant
3600,KEYA,Belcourt,North Dakota,2020,159511,Radio Community Service Grant
3601,KEYA,Belcourt,North Dakota,2020,112136,Radio Fiscal Stabilization Grant
3602,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2020,17321,Other System Support
3603,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2020,166972,Radio Community Service Grant
3604,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2020,1259200,Television Community Service Grant
3605,KMHA,New Town,North Dakota,2020,178737,Radio Community Service Grant
3606,KMHA,New Town,North Dakota,2020,112136,Radio Fiscal Stabilization Grant
3607,KABU,St. Michaels,North Dakota,2020,161399,Radio Community Service Grant
3608,KABU,St. Michaels,North Dakota,2020,112136,Radio Fiscal Stabilization Grant
3609,WAPS,Akron,Ohio,2020,93213,Radio Community Service Grant
3610,WAPS,Akron,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3611,WOUB,Athens,Ohio,2020,179846,Radio Community Service Grant
3612,WOUB,Athens,Ohio,2020,13474,Ready To Learn
3613,WOUB,Athens,Ohio,2020,1036283,Television Community Service Grant
3614,WOUB,Athens,Ohio,2020,260205,Television Fiscal Stabilization Grant
3615,WBGU,Bowling Green,Ohio,2020,14685,Other System Support
3616,WBGU,Bowling Green,Ohio,2020,811012,Television Community Service Grant
3617,WBGU,Bowling Green,Ohio,2020,260205,Television Fiscal Stabilization Grant
3618,WCET,Cincinnati,Ohio,2020,1006072,Television Community Service Grant
3619,WCET,Cincinnati,Ohio,2020,200000,Television Fiscal Stabilization Grant
3620,WGUC,Cincinnati,Ohio,2020,426436,Radio Community Service Grant
3621,WGUC,Cincinnati,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3622,ideastream,Cleveland,Ohio,2020,456500,Other System Support
3623,ideastream,Cleveland,Ohio,2020,60038,Ready To Learn
3624,WCPN,Cleveland,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3625,WVIZ,Cleveland,Ohio,2020,1675999,Television Community Service Grant
3626,WVIZ,Cleveland,Ohio,2020,200000,Television Fiscal Stabilization Grant
3627,WCBE,Columbus,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3628,WOSU,Columbus,Ohio,2020,22374,Other System Support
3629,WOSU,Columbus,Ohio,2020,388415,Radio Community Service Grant
3630,WOSU,Columbus,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3631,WOSU,Columbus,Ohio,2020,1192454,Television Community Service Grant
3632,WDPR,Dayton,Ohio,2020,100491,Radio Community Service Grant
3633,WDPR,Dayton,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3634,WPTD,Dayton,Ohio,2020,18156,Other System Support
3635,WPTD,Dayton,Ohio,2020,970540,Television Community Service Grant
3636,WKSU,Kent,Ohio,2020,309670,Radio Community Service Grant
3637,WNEO,Kent,Ohio,2020,16929,Other System Support
3638,WNEO,Kent,Ohio,2020,15000,Ready To Learn
3639,WNEO,Kent,Ohio,2020,902611,Television Community Service Grant
3640,WNEO,Kent,Ohio,2020,260205,Television Fiscal Stabilization Grant
3641,WGTE,Toledo,Ohio,2020,105618,Radio Community Service Grant
3642,WGTE,Toledo,Ohio,2020,805914,Television Community Service Grant
3643,WGTE,Toledo,Ohio,2020,260205,Television Fiscal Stabilization Grant
3644,WYSO,Yellow Springs,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3645,WYSU,Youngstown,Ohio,2020,124819,Radio Community Service Grant
3646,WYSU,Youngstown,Ohio,2020,75000,Radio Fiscal Stabilization Grant
3647,KRSU,Claremore,Oklahoma,2020,11762,Other System Support
3648,KRSU,Claremore,Oklahoma,2020,642328,Television Community Service Grant
3649,KRSU,Claremore,Oklahoma,2020,260205,Television Fiscal Stabilization Grant
3650,KCCU,Lawton,Oklahoma,2020,75000,Radio Fiscal Stabilization Grant
3651,KGOU,Norman,Oklahoma,2020,148568,Radio Community Service Grant
3652,KGOU,Norman,Oklahoma,2020,75000,Radio Fiscal Stabilization Grant
3653,Oklahoma Educational Television Authority,Oklahoma City,Oklahoma,2020,1556407,Television Community Service Grant
3654,Oklahoma Educational Television Authority,Oklahoma City,Oklahoma,2020,260205,Television Fiscal Stabilization Grant
3655,KOSU,Stillwater,Oklahoma,2020,150504,Radio Community Service Grant
3656,KWGS,Tulsa,Oklahoma,2020,75000,Radio Fiscal Stabilization Grant
3657,KNCA,Ashland,Oregon,2020,134170,Radio Community Service Grant
3658,KNCA,Ashland,Oregon,2020,112136,Radio Fiscal Stabilization Grant
3659,KMUN,Astoria,Oregon,2020,113628,Radio Community Service Grant
3660,KLCC,Eugene,Oregon,2020,244277,Radio Community Service Grant
3661,KRVM,Eugene,Oregon,2020,112136,Radio Fiscal Stabilization Grant
3662,KWAX,Eugene,Oregon,2020,95673,Radio Community Service Grant
3663,KWAX,Eugene,Oregon,2020,112136,Radio Fiscal Stabilization Grant
3664,KSYS,Medford,Oregon,2020,260205,Television Fiscal Stabilization Grant
3665,KCUW,Pendleton,Oregon,2020,143499,Radio Community Service Grant
3666,KCUW,Pendleton,Oregon,2020,112136,Radio Fiscal Stabilization Grant
3667,KOPB,Portland,Oregon,2020,982556,Radio Community Service Grant
3668,KQAC,Portland,Oregon,2020,232697,Radio Community Service Grant
3669,Oregon Network,Portland,Oregon,2020,2383401,Television Community Service Grant
3670,Oregon Network,Portland,Oregon,2020,200000,Television Fiscal Stabilization Grant
3671,KWSO,Warm Springs,Oregon,2020,50000,Other System Support
3672,WLVT,Bethlehem,Pennsylvania,2020,14658,Other System Support
3673,WLVT,Bethlehem,Pennsylvania,2020,88000,Ready To Learn
3674,WLVT,Bethlehem,Pennsylvania,2020,769148,Television Community Service Grant
3675,WLVT,Bethlehem,Pennsylvania,2020,200000,Television Fiscal Stabilization Grant
3676,WQLN,Erie,Pennsylvania,2020,75000,Radio Fiscal Stabilization Grant
3677,WQLN,Erie,Pennsylvania,2020,743515,Television Community Service Grant
3678,WQLN,Erie,Pennsylvania,2020,260205,Television Fiscal Stabilization Grant
3679,WITF,Harrisburg,Pennsylvania,2020,75000,Radio Fiscal Stabilization Grant
3680,WITF,Harrisburg,Pennsylvania,2020,888685,Television Community Service Grant
3681,WLCH,Lancaster,Pennsylvania,2020,72313,Radio Community Service Grant
3682,WLCH,Lancaster,Pennsylvania,2020,112136,Radio Fiscal Stabilization Grant
3683,WHYY,Philadelphia,Pennsylvania,2020,251307,Other System Support
3684,WHYY,Philadelphia,Pennsylvania,2020,717790,Radio Community Service Grant
3685,WHYY,Philadelphia,Pennsylvania,2020,2293260,Television Community Service Grant
3686,WHYY,Philadelphia,Pennsylvania,2020,200000,Television Fiscal Stabilization Grant
3687,WRTI,Philadelphia,Pennsylvania,2020,269386,Radio Community Service Grant
3688,WRTI,Philadelphia,Pennsylvania,2020,75000,Radio Fiscal Stabilization Grant
3689,The Fred Rogers Company,Pittsburgh,Pennsylvania,2020,3000000,Television Programming
3690,WQED,Pittsburgh,Pennsylvania,2020,108910,Radio Community Service Grant
3691,WQED,Pittsburgh,Pennsylvania,2020,1318962,Television Community Service Grant
3692,WQED,Pittsburgh,Pennsylvania,2020,260205,Television Fiscal Stabilization Grant
3693,WYEP,Pittsburgh,Pennsylvania,2020,422638,Radio Community Service Grant
3694,WVIA,Pittston,Pennsylvania,2020,75000,Radio Fiscal Stabilization Grant
3695,WVIA,Pittston,Pennsylvania,2020,764520,Television Community Service Grant
3696,WVIA,Pittston,Pennsylvania,2020,260205,Television Fiscal Stabilization Grant
3697,WPSU,University Park,Pennsylvania,2020,112136,Radio Fiscal Stabilization Grant
3698,WPSU,University Park,Pennsylvania,2020,1275963,Television Community Service Grant
3699,WPSU,University Park,Pennsylvania,2020,260205,Television Fiscal Stabilization Grant
3700,WRNI,Providence,Rhode Island,2020,75000,Radio Fiscal Stabilization Grant
3701,WSBE,Providence,Rhode Island,2020,11597,Other System Support
3702,WSBE,Providence,Rhode Island,2020,609369,Television Community Service Grant
3703,South Carolina Educational Television Commission,Columbia,South Carolina,2020,84240,Other System Support
3704,South Carolina Educational Television Commission,Columbia,South Carolina,2020,2119890,Television Community Service Grant
3705,WLTR,Columbia,South Carolina,2020,75000,Radio Fiscal Stabilization Grant
3706,WSSB,Orangeburg,South Carolina,2020,152863,Radio Community Service Grant
3707,WSSB,Orangeburg,South Carolina,2020,112136,Radio Fiscal Stabilization Grant
3708,KDKO,Lake Andes,South Dakota,2020,112136,Radio Fiscal Stabilization Grant
3709,KLND,McLaughlin,South Dakota,2020,112136,Radio Fiscal Stabilization Grant
3710,KOYA,Rosebud,South Dakota,2020,143499,Radio Community Service Grant
3711,KOYA,Rosebud,South Dakota,2020,112136,Radio Fiscal Stabilization Grant
3712,"Public Radio News Directors, Inc.",Sturgis,South Dakota,2020,81000,Radio Programming
3713,KUSD,Vermillion,South Dakota,2020,1429148,Television Community Service Grant
3714,KUSD,Vermillion,South Dakota,2020,260205,Television Fiscal Stabilization Grant
3715,WTCI,Chattanooga,Tennessee,2020,726846,Television Community Service Grant
3716,WTCI,Chattanooga,Tennessee,2020,260205,Television Fiscal Stabilization Grant
3717,WUTC,Chattanooga,Tennessee,2020,101177,Radio Community Service Grant
3718,WCTE,Cookeville,Tennessee,2020,773514,Television Community Service Grant
3719,WCTE,Cookeville,Tennessee,2020,260205,Television Fiscal Stabilization Grant
3720,WKNO,Cordova,Tennessee,2020,14253,Other System Support
3721,WKNO,Cordova,Tennessee,2020,773049,Television Community Service Grant
3722,WETS,Johnson City,Tennessee,2020,100772,Radio Community Service Grant
3723,WDVX,Knoxville,Tennessee,2020,75000,Radio Fiscal Stabilization Grant
3724,WETP,Knoxville,Tennessee,2020,14122,Other System Support
3725,WETP,Knoxville,Tennessee,2020,800859,Television Community Service Grant
3726,WLJT,Martin,Tennessee,2020,12123,Other System Support
3727,WLJT,Martin,Tennessee,2020,14999,Ready To Learn
3728,WLJT,Martin,Tennessee,2020,756941,Television Community Service Grant
3729,WNPT,Nashville,Tennessee,2020,1115809,Television Community Service Grant
3730,WPLN,Nashville,Tennessee,2020,340175,Radio Community Service Grant
3731,KACU,Abilene,Texas,2020,113883,Radio Community Service Grant
3732,KACU,Abilene,Texas,2020,112136,Radio Fiscal Stabilization Grant
3733,KACV,Amarillo,Texas,2020,260205,Television Fiscal Stabilization Grant
3734,KLRU,Austin,Texas,2020,74451,Ready To Learn
3735,KMFA,Austin,Texas,2020,203573,Radio Community Service Grant
3736,KMFA,Austin,Texas,2020,75000,Radio Fiscal Stabilization Grant
3737,KUT,Austin,Texas,2020,667805,Radio Community Service Grant
3738,KAMU,College Station,Texas,2020,11777,Other System Support
3739,KAMU,College Station,Texas,2020,99945,Radio Community Service Grant
3740,KAMU,College Station,Texas,2020,75000,Radio Fiscal Stabilization Grant
3741,KETR,Commerce,Texas,2020,133056,Radio Community Service Grant
3742,KETR,Commerce,Texas,2020,112136,Radio Fiscal Stabilization Grant
3743,KEDT,Corpus Christi,Texas,2020,11673,Other System Support
3744,KEDT,Corpus Christi,Texas,2020,731000,Television Community Service Grant
3745,KERA,Dallas,Texas,2020,33407,Other System Support
3746,KERA,Dallas,Texas,2020,1735477,Television Community Service Grant
3747,KERA,Dallas,Texas,2020,200000,Television Fiscal Stabilization Grant
3748,KTEP,El Paso,Texas,2020,142094,Radio Community Service Grant
3749,KTSU,Houston,Texas,2020,387535,Radio Programming
3750,KUHF,Houston,Texas,2020,571348,Radio Community Service Grant
3751,KUHF,Houston,Texas,2020,75000,Radio Fiscal Stabilization Grant
3752,KUHT,Houston,Texas,2020,200000,Television Fiscal Stabilization Grant
3753,KNCT,Kileen,Texas,2020,112136,Radio Fiscal Stabilization Grant
3754,KTTZ,Lubbock,Texas,2020,112136,Radio Fiscal Stabilization Grant
3755,KTTZ,Lubbock,Texas,2020,2847702,Television Community Service Grant
3756,KTTZ,Lubbock,Texas,2020,260205,Television Fiscal Stabilization Grant
3757,KRTS,Marfa,Texas,2020,185030,Radio Community Service Grant
3758,KXWT,Marfa,Texas,2020,75000,Radio Fiscal Stabilization Grant
3759,KPBT,Midland,Texas,2020,10829,Other System Support
3760,KPBT,Midland,Texas,2020,700112,Television Community Service Grant
3761,KPVU,Prairie View,Texas,2020,112136,Radio Fiscal Stabilization Grant
3762,KLRN,San Antonio,Texas,2020,15000,Ready To Learn
3763,KPAC,San Antonio,Texas,2020,543832,Radio Community Service Grant
3764,KPAC,San Antonio,Texas,2020,75000,Radio Fiscal Stabilization Grant
3765,KTXK,Texarkana,Texas,2020,95673,Radio Community Service Grant
3766,KTXK,Texarkana,Texas,2020,112136,Radio Fiscal Stabilization Grant
3767,KUSU,Logan,Utah,2020,112136,Radio Fiscal Stabilization Grant
3768,KRCL,Salt Lake City,Utah,2020,102060,Radio Community Service Grant
3769,KRCL,Salt Lake City,Utah,2020,75000,Radio Fiscal Stabilization Grant
3770,KUED,Salt Lake City,Utah,2020,23670,Other System Support
3771,KUEN,Salt Lake City,Utah,2020,3819660,Television Community Service Grant
3772,KUEN,Salt Lake City,Utah,2020,200000,Television Fiscal Stabilization Grant
3773,KUER,Salt Lake City,Utah,2020,377301,Radio Community Service Grant
3774,WVPS,Colchester,Vermont,2020,637217,Radio Community Service Grant
3775,WVPS,Colchester,Vermont,2020,112136,Radio Fiscal Stabilization Grant
3776,"Vermont ETV, Inc.",Winooski,Vermont,2020,14106,Ready To Learn
3777,"Vermont ETV, Inc.",Winooski,Vermont,2020,945467,Television Community Service Grant
3778,"Vermont ETV, Inc.",Winooski,Vermont,2020,260205,Television Fiscal Stabilization Grant
3779,Media Institute,Arlington,Virginia,2020,10000,Other System Support
3780,"Newshour Productions, LLC",Arlington,Virginia,2020,137250,Other System Support
3781,Public Broadcasting Service,Arlington,Virginia,2020,639548,Public Broadcasting Interconnection
3782,Public Broadcasting Service,Arlington,Virginia,2020,12894781,Ready To Learn
3783,Public Broadcasting Service,Arlington,Virginia,2020,26193283,Television Programming
3784,WETA,Arlington,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3785,WETA,Arlington,Virginia,2020,7586284,Television Community Service Grant
3786,WNRN,Charlottesville,Virginia,2020,114445,Radio Community Service Grant
3787,WNRN,Charlottesville,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3788,WTJU,Charlottesville,Virginia,2020,90074,Radio Community Service Grant
3789,WTJU,Charlottesville,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3790,WMRA,Harrisonburg,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3791,"Cavell, Mertz & Associates Inc.",Manassas,Virginia,2020,26705,Other System Support
3792,WHRO,Norfolk,Virginia,2020,169665,Other System Support
3793,WHRO,Norfolk,Virginia,2020,200000,Television Fiscal Stabilization Grant
3794,WHRV,Norfolk,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3795,WCVE,Richmond,Virginia,2020,26437,Other System Support
3796,WCVE,Richmond,Virginia,2020,75000,Radio Fiscal Stabilization Grant
3797,WBRA,Roanoke,Virginia,2020,12873,Other System Support
3798,WBRA,Roanoke,Virginia,2020,751314,Television Community Service Grant
3799,WBRA,Roanoke,Virginia,2020,260205,Television Fiscal Stabilization Grant
3800,KBCS,Bellevue,Washington,2020,75000,Radio Fiscal Stabilization Grant
3801,KWSU,Pullman,Washington,2020,12787,Other System Support
3802,KWSU,Pullman,Washington,2020,256292,Radio Community Service Grant
3803,KWSU,Pullman,Washington,2020,75000,Radio Fiscal Stabilization Grant
3804,KWSU,Pullman,Washington,2020,712055,Television Community Service Grant
3805,KCTS,Seattle,Washington,2020,2114925,Television Community Service Grant
3806,KCTS,Seattle,Washington,2020,200000,Television Fiscal Stabilization Grant
3807,KDNA,Seattle,Washington,2020,169187,Radio Community Service Grant
3808,KEXP,Seattle,Washington,2020,75000,Radio Fiscal Stabilization Grant
3809,KING,Seattle,Washington,2020,278094,Radio Community Service Grant
3810,KING,Seattle,Washington,2020,75000,Radio Fiscal Stabilization Grant
3811,KUOW,Seattle,Washington,2020,846644,Radio Community Service Grant
3812,KUOW,Seattle,Washington,2020,75000,Radio Fiscal Stabilization Grant
3813,KPBX,Spokane,Washington,2020,201339,Radio Community Service Grant
3814,KPBX,Spokane,Washington,2020,112136,Radio Fiscal Stabilization Grant
3815,KSPS,Spokane,Washington,2020,992035,Television Community Service Grant
3816,KSPS,Spokane,Washington,2020,260205,Television Fiscal Stabilization Grant
3817,KBTC,Tacoma,Washington,2020,14525,Other System Support
3818,KBTC,Tacoma,Washington,2020,200000,Television Fiscal Stabilization Grant
3819,KPLU,Tacoma,Washington,2020,486559,Radio Community Service Grant
3820,KPLU,Tacoma,Washington,2020,75000,Radio Fiscal Stabilization Grant
3821,WSWP,Beaver,West Virginia,2020,260205,Television Fiscal Stabilization Grant
3822,WVPB,Beaver,West Virginia,2020,201785,Radio Community Service Grant
3823,WVPB,Beaver,West Virginia,2020,75000,Radio Fiscal Stabilization Grant
3824,WVMR,Dunmore,West Virginia,2020,123360,Radio Community Service Grant
3825,University of Wisconsin - Extension,Madison,Wisconsin,2020,88000,Ready To Learn
3826,WERN,Madison,Wisconsin,2020,358972,Radio Community Service Grant
3827,WERN,Madison,Wisconsin,2020,75000,Radio Fiscal Stabilization Grant
3828,WHA,Madison,Wisconsin,2020,75000,Radio Fiscal Stabilization Grant
3829,WHA,Madison,Wisconsin,2020,200000,Television Fiscal Stabilization Grant
3830,Wisconsin Network,Madison,Wisconsin,2020,21938,Other System Support
3831,Wisconsin Network,Madison,Wisconsin,2020,1268597,Television Community Service Grant
3832,Wisconsin Network,Madison,Wisconsin,2020,200000,Television Fiscal Stabilization Grant
3833,WLSU,Madison,Wisconsin,2020,144096,Radio Community Service Grant
3834,WORT,Madison,Wisconsin,2020,75000,Radio Fiscal Stabilization Grant
3835,WMVS,Milwaukee,Wisconsin,2020,39473,Other System Support
3836,WMVS,Milwaukee,Wisconsin,2020,2048929,Television Community Service Grant
3837,WUWM,Milwaukee,Wisconsin,2020,75000,Radio Fiscal Stabilization Grant
3838,WYMS,Milwaukee,Wisconsin,2020,75000,Radio Fiscal Stabilization Grant
3839,KUWR,Laramie,Wyoming,2020,319616,Radio Community Service Grant
3840,KUWR,Laramie,Wyoming,2020,112136,Radio Fiscal Stabilization Grant
3841,KCWC,Riverton,Wyoming,2020,16619,Other System Support
3842,KVZK,Pago Pago,American Samoa,2020,12069,Other System Support
3843,KVZK,Pago Pago,American Samoa,2020,643875,Television Community Service Grant
3844,KGTF,Mangilao,Guam,2020,260205,Television Fiscal Stabilization Grant
3845,KPRG,Mangilao,Guam,2020,108469,Radio Community Service Grant
3846,KPRG,Mangilao,Guam,2020,112136,Radio Fiscal Stabilization Grant
3847,WMTJ,Rio Piedras,Puerto Rico,2020,383949,Television Community Service Grant
3848,WMTJ,Rio Piedras,Puerto Rico,2020,200000,Television Fiscal Stabilization Grant
3849,WIPR,San Juan,Puerto Rico,2020,33651,Other System Support
3850,WIPR,San Juan,Puerto Rico,2020,313168,Radio Community Service Grant
3851,WIPR,San Juan,Puerto Rico,2020,1750987,Television Community Service Grant
3852,WIPR,San Juan,Puerto Rico,2020,200000,Television Fiscal Stabilization Grant
3853,WRTU,San Juan,Puerto Rico,2020,187543,Radio Community Service Grant
3854,WRTU,San Juan,Puerto Rico,2020,112136,Radio Fiscal Stabilization Grant
3855,WTJX,St. Thomas,"Virgin Islands, U.S.",2020,984787,Television Community Service Grant
3856,WUFT,Gainesville,Florida,2020,75000,Radio Fiscal Stabilization Grant
3857,WUFT,Gainesville,Florida,2020,260205,Television Fiscal Stabilization Grant
3858,WJCT,Jacksonville,Florida,2020,14377,Other System Support
3859,WJCT,Jacksonville,Florida,2020,167372,Radio Community Service Grant
3860,WJCT,Jacksonville,Florida,2020,75000,Radio Fiscal Stabilization Grant
3861,WJCT,Jacksonville,Florida,2020,200000,Television Fiscal Stabilization Grant
3862,WFIT,Melbourne,Florida,2020,86403,Radio Community Service Grant
3863,WFIT,Melbourne,Florida,2020,75000,Radio Fiscal Stabilization Grant
3864,WDNA,Miami,Florida,2020,137878,Radio Community Service Grant
3865,WDNA,Miami,Florida,2020,112136,Radio Fiscal Stabilization Grant
3866,WLRN,Miami,Florida,2020,694330,Radio Community Service Grant
3867,WLRN,Miami,Florida,2020,75000,Radio Fiscal Stabilization Grant
3868,WLRN,Miami,Florida,2020,564100,Television Community Service Grant
3869,WLRN,Miami,Florida,2020,200000,Television Fiscal Stabilization Grant
3870,WPBT,Miami,Florida,2020,1390901,Television Community Service Grant
3871,WPBT,Miami,Florida,2020,200000,Television Fiscal Stabilization Grant
3872,"University of Central Florida Research Foundation, Inc.",Orlando,Florida,2020,21560,Television Programming
3873,WMFE,Orlando,Florida,2020,283905,Radio Community Service Grant
3874,WUCF,Orlando,Florida,2020,17724,Other System Support
3875,WUCF,Orlando,Florida,2020,96551,Radio Community Service Grant
3876,WUCF,Orlando,Florida,2020,75000,Radio Fiscal Stabilization Grant
3877,WUCF,Orlando,Florida,2020,925563,Television Community Service Grant
3878,WKGC,Panama City,Florida,2020,147296,Radio Community Service Grant
3879,WKGC,Panama City,Florida,2020,112136,Radio Fiscal Stabilization Grant
3880,WSRE,Pensacola,Florida,2020,17107,Other System Support
3881,WSRE,Pensacola,Florida,2020,919108,Television Community Service Grant
3882,WSRE,Pensacola,Florida,2020,260205,Television Fiscal Stabilization Grant
3883,WUWF,Pensacola,Florida,2020,75000,Radio Fiscal Stabilization Grant
3884,WFSU,Tallahassee,Florida,2020,29562,Other System Support
3885,WFSU,Tallahassee,Florida,2020,296805,Radio Community Service Grant
3886,WFSU,Tallahassee,Florida,2020,112136,Radio Fiscal Stabilization Grant
3887,WFSU,Tallahassee,Florida,2020,1597868,Television Community Service Grant
3888,WFSU,Tallahassee,Florida,2020,260205,Television Fiscal Stabilization Grant
3889,WEDU,Tampa,Florida,2020,27204,Other System Support
3890,WEDU,Tampa,Florida,2020,15000,Ready To Learn
3891,WEDU,Tampa,Florida,2020,200000,Television Fiscal Stabilization Grant
3892,WMNF,Tampa,Florida,2020,136942,Radio Community Service Grant
3893,WMNF,Tampa,Florida,2020,75000,Radio Fiscal Stabilization Grant
3894,WUSF,Tampa,Florida,2020,513391,Radio Community Service Grant
3895,WUSF,Tampa,Florida,2020,75000,Radio Fiscal Stabilization Grant
3896,Georgia Public Telecommunications Commission,Atlanta,Georgia,2020,53377,Other System Support
3897,Georgia Public Telecommunications Commission,Atlanta,Georgia,2020,624952,Radio Community Service Grant
3898,Georgia Public Telecommunications Commission,Atlanta,Georgia,2020,187136,Radio Fiscal Stabilization Grant
3899,Georgia Public Telecommunications Commission,Atlanta,Georgia,2020,260205,Television Fiscal Stabilization Grant
3900,WABE,Atlanta,Georgia,2020,665071,Radio Community Service Grant
3901,WABE,Atlanta,Georgia,2020,75000,Radio Fiscal Stabilization Grant
3902,WCLK,Atlanta,Georgia,2020,209608,Radio Community Service Grant
3903,WPBA,Atlanta,Georgia,2020,14452,Other System Support
3904,WPBA,Atlanta,Georgia,2020,758706,Television Community Service Grant
3905,WPBA,Atlanta,Georgia,2020,260205,Television Fiscal Stabilization Grant
3906,Hawaii Public Television Foundation,Honolulu,Hawaii,2020,25604,Other System Support
3907,Hawaii Public Television Foundation,Honolulu,Hawaii,2020,1353758,Television Community Service Grant
3908,Hawaii Public Television Foundation,Honolulu,Hawaii,2020,200000,Television Fiscal Stabilization Grant
3909,KHPR,Honolulu,Hawaii,2020,348459,Radio Community Service Grant
3910,KHPR,Honolulu,Hawaii,2020,75000,Radio Fiscal Stabilization Grant
3911,Pacific Islanders In Communications,Honolulu,Hawaii,2020,795617,Television Programming
3912,KKCR,Princeville,Hawaii,2020,72313,Radio Community Service Grant
3913,KKCR,Princeville,Hawaii,2020,112136,Radio Fiscal Stabilization Grant
3914,Idaho Public Television,Boise,Idaho,2020,149774,Other System Support
3915,Idaho Public Television,Boise,Idaho,2020,13312,Ready To Learn
3916,KAID,Boise,Idaho,2020,24530,Other System Support
3917,KAID,Boise,Idaho,2020,260205,Television Fiscal Stabilization Grant
3918,KBSU,Boise,Idaho,2020,155038,Radio Community Service Grant
3919,KBSU,Boise,Idaho,2020,112136,Radio Fiscal Stabilization Grant
3920,KBSW,Boise,Idaho,2020,134700,Other System Support
3921,KBSW,Boise,Idaho,2020,271141,Radio Community Service Grant
3922,KBSW,Boise,Idaho,2020,89800,Radio Programming
3923,KIYE,Lapwai,Idaho,2020,143499,Radio Community Service Grant
3924,KIYE,Lapwai,Idaho,2020,112136,Radio Fiscal Stabilization Grant
3925,KISU,Pocatello,Idaho,2020,113098,Radio Community Service Grant
3926,WSIU,Carbondale,Illinois,2020,28015,Other System Support
3927,WSIU,Carbondale,Illinois,2020,209787,Radio Community Service Grant
3928,WSIU,Carbondale,Illinois,2020,1545948,Television Community Service Grant
3929,WSIU,Carbondale,Illinois,2020,260205,Television Fiscal Stabilization Grant
3930,WEIU,Charleston,Illinois,2020,11609,Other System Support
3931,WEIU,Charleston,Illinois,2020,648371,Television Community Service Grant
3932,WBEZ,Chicago,Illinois,2020,1644039,Radio Community Service Grant
3933,WBEZ,Chicago,Illinois,2020,75000,Radio Fiscal Stabilization Grant
3934,WTTW,Chicago,Illinois,2020,47192,Other System Support
3935,WTTW,Chicago,Illinois,2020,2432993,Television Community Service Grant
3936,WTTW,Chicago,Illinois,2020,200000,Television Fiscal Stabilization Grant
3937,WNIJ,DeKalb,Illinois,2020,202948,Radio Community Service Grant
3938,WNIJ,DeKalb,Illinois,2020,75000,Radio Fiscal Stabilization Grant
3939,WDCB,Glen Ellyn,Illinois,2020,114493,Radio Community Service Grant
3940,WDCB,Glen Ellyn,Illinois,2020,75000,Radio Fiscal Stabilization Grant
3941,WIUM,Macomb,Illinois,2020,112136,Radio Fiscal Stabilization Grant
3942,WQPT,Moline,Illinois,2020,11988,Other System Support
3943,WQPT,Moline,Illinois,2020,12600,Ready To Learn
3944,WQPT,Moline,Illinois,2020,830940,Television Community Service Grant
3945,WGLT,Normal,Illinois,2020,150317,Radio Community Service Grant
3946,WGLT,Normal,Illinois,2020,75000,Radio Fiscal Stabilization Grant
3947,WCBU,Peoria,Illinois,2020,108934,Radio Community Service Grant
3948,WCBU,Peoria,Illinois,2020,75000,Radio Fiscal Stabilization Grant
3949,WTVP,Peoria,Illinois,2020,13560,Other System Support
3950,WTVP,Peoria,Illinois,2020,780981,Television Community Service Grant
3951,WTVP,Peoria,Illinois,2020,260205,Television Fiscal Stabilization Grant
3952,WGVV,Rock Island,Illinois,2020,108469,Radio Community Service Grant
3953,WGVV,Rock Island,Illinois,2020,112136,Radio Fiscal Stabilization Grant
3954,WVIK,Rock Island,Illinois,2020,126501,Radio Community Service Grant
3955,WUIS,Springfield,Illinois,2020,252169,Radio Community Service Grant
3956,WUIS,Springfield,Illinois,2020,112136,Radio Fiscal Stabilization Grant
3957,WILL,Urbana,Illinois,2020,17284,Other System Support
3958,WILL,Urbana,Illinois,2020,241769,Radio Community Service Grant
3959,WILL,Urbana,Illinois,2020,934261,Television Community Service Grant
3960,WILL,Urbana,Illinois,2020,260205,Television Fiscal Stabilization Grant
3961,WFHB,Bloomington,Indiana,2020,72313,Radio Community Service Grant
3962,WFIU,Bloomington,Indiana,2020,173870,Radio Community Service Grant
